Epoch	Time(sec)	Loss_E	Loss_V	MAE_val(eV)	MAE_test(eV)
34	18.812385799999902	44.07577705383301	29.49847173690796	3.0731101036071777,1.7740230560302734	2.822209119796753,1.0412015914916992
35	19.497188999999707	39.489020347595215	30.771125316619873	2.563286781311035,1.7653887271881104	2.267443895339966,1.058032751083374
36	19.900405200000023	32.04401445388794	29.743287086486816	2.0449955463409424,1.7554396390914917	1.7093244791030884,1.075895071029663
37	20.36889650000012	23.038179636001587	32.78239297866821	1.5452390909194946,1.745684027671814	1.1748172044754028,1.1229560375213623
38	20.789061699999365	21.99110770225525	31.15056324005127	1.1112792491912842,1.7425248622894287	0.7078283429145813,1.1307014226913452
39	21.147612000000663	16.84477013349533	29.98670768737793	0.7812143564224243,1.7424770593643188	0.35340672731399536,1.11453378200531
40	21.547002999999677	27.766148805618286	30.943769454956055	0.8160518407821655,1.742954969406128	0.3025034964084625,1.0960479974746704
41	21.923378100000264	15.529231309890747	29.000930786132812	0.8416920900344849,1.7470173835754395	0.3981694281101227,1.0700666904449463
42	22.377509800000553	17.951160788536072	30.439029693603516	0.8546791076660156,1.7487404346466064	0.482759565114975,1.0631459951400757
43	22.779039299999567	15.507381200790405	29.497161865234375	0.8604552745819092,1.7520081996917725	0.5288392305374146,1.0526918172836304
44	23.144172599999365	16.64860725402832	30.209867477416992	0.8574001789093018,1.7542312145233154	0.5264539122581482,1.0454514026641846
45	23.579997299999377	16.547717452049255	30.143006801605225	0.8521990776062012,1.7555252313613892	0.514318585395813,1.0407333374023438
46	24.00670100000025	20.628652572631836	31.664109230041504	0.8489164113998413,1.7577292919158936	0.5106253623962402,1.0342048406600952
47	24.405447999999524	17.95098626613617	31.010859966278076	0.84676194190979,1.7599326372146606	0.5163331031799316,1.0277694463729858
48	24.781624600000214	15.73961079120636	30.68966245651245	0.8392958641052246,1.7627382278442383	0.4945468008518219,1.0198493003845215
49	25.229257099999813	15.927978754043579	28.408408641815186	0.8285982608795166,1.7644827365875244	0.4495558738708496,1.0142242908477783
50	25.74212400000033	15.703183650970459	29.984149932861328	0.8228648900985718,1.7624526023864746	0.43300190567970276,1.0160654783248901
51	26.174124400000437	15.893168687820435	28.862199306488037	0.8195102214813232,1.7594385147094727	0.4320038855075836,1.019924521446228
52	26.6603441999996	14.969594240188599	28.602367401123047	0.8140993118286133,1.75531005859375	0.4174817204475403,1.026768684387207
53	27.112636399999246	15.529279828071594	29.33299160003662	0.8116450309753418,1.7517945766448975	0.41580161452293396,1.032586932182312
54	27.52989820000039	15.640302419662476	30.996514320373535	0.8074589967727661,1.7473498582839966	0.40724611282348633,1.0402950048446655
55	27.93220560000009	13.917330801486969	29.061143398284912	0.8034720420837402,1.7458763122558594	0.398785799741745,1.0417383909225464
56	28.44756199999938	15.220770001411438	29.258769512176514	0.8011834621429443,1.745651125907898	0.40069207549095154,1.0406792163848877
57	28.878923500000383	14.307643413543701	28.954947471618652	0.7984421253204346,1.7453128099441528	0.3996047079563141,1.0398988723754883
58	29.30751340000097	17.769973397254944	30.33622646331787	0.7960727214813232,1.7448182106018066	0.4007522761821747,1.039380431175232
59	29.754387599999973	15.161964178085327	28.81748867034912	0.7945238351821899,1.7449966669082642	0.40886983275413513,1.0362581014633179
60	30.225129799999195	14.278349876403809	27.78854751586914	0.7922080755233765,1.7445931434631348	0.41214895248413086,1.033860445022583
61	30.66418309999972	14.119041383266449	28.801270484924316	0.7874407768249512,1.7432959079742432	0.4014907777309418,1.0342466831207275
62	31.064046900000903	14.529882669448853	29.058704376220703	0.7807071208953857,1.7415454387664795	0.37633809447288513,1.0360053777694702
63	31.473891800000274	13.851022481918335	29.809990882873535	0.7739158868789673,1.742483377456665	0.3551118075847626,1.0323219299316406
64	31.92497320000075	20.126948714256287	30.40347719192505	0.7714699506759644,1.7426905632019043	0.3551512658596039,1.0303542613983154
65	32.32327289999921	13.987196922302246	29.1145601272583	0.7736248970031738,1.743544578552246	0.36855125427246094,1.0275547504425049
66	32.86347620000015	19.593506336212158	30.20534324645996	0.7745882272720337,1.7440392971038818	0.3831911087036133,1.0255926847457886
67	33.2558896999999	16.27996063232422	29.421589374542236	0.7750917673110962,1.7459912300109863	0.4080382287502289,1.0213993787765503
68	33.62548720000086	16.88360059261322	29.549376487731934	0.7716506719589233,1.749281406402588	0.4067290425300598,1.0140585899353027
69	34.080953799999406	15.324006199836731	27.807361125946045	0.7648930549621582,1.7513315677642822	0.3878189027309418,1.00899338722229
70	34.49459019999995	15.027868390083313	28.295696258544922	0.7614297866821289,1.748932123184204	0.3888090252876282,1.0119823217391968
71	34.90892530000019	14.626410007476807	28.284432888031006	0.7564384937286377,1.744612455368042	0.38654470443725586,1.0189136266708374
72	35.3538611999993	13.990110874176025	28.289092540740967	0.7561318874359131,1.7406158447265625	0.3962786793708801,1.0243287086486816
73	35.81924959999924	13.932762145996094	26.173941135406494	0.753570556640625,1.7384142875671387	0.40085268020629883,1.0269712209701538
74	36.248195100000885	15.47886347770691	28.310293674468994	0.7495924234390259,1.7353218793869019	0.40071478486061096,1.0314948558807373
75	36.77231340000071	14.162785172462463	28.45941162109375	0.7470203638076782,1.7360248565673828	0.403017520904541,1.0294677019119263
76	37.292770300000484	15.602971076965332	29.027178287506104	0.7447943687438965,1.7372151613235474	0.40616321563720703,1.0264443159103394
77	37.7276509000003	13.984743237495422	25.861093521118164	0.7398350238800049,1.7388561964035034	0.4014114439487457,1.0226964950561523
78	38.20890759999929	17.307341694831848	27.68079376220703	0.7336161136627197,1.7392677068710327	0.394210547208786,1.0210320949554443
79	38.70094450000033	13.865604519844055	27.95421028137207	0.7280142307281494,1.7396007776260376	0.38860589265823364,1.0195447206497192
80	39.13434860000052	12.953377977013588	28.12310266494751	0.7212721109390259,1.737487554550171	0.3801249563694,1.0226789712905884
81	39.62981430000036	14.750041604042053	24.519269466400146	0.7178922891616821,1.7355166673660278	0.3793981671333313,1.025443434715271
82	40.07973320000019	19.948935747146606	30.178213596343994	0.7172421216964722,1.7323462963104248	0.38477155566215515,1.0307018756866455
83	40.55264110000098	13.114480644464493	27.39063310623169	0.7167806625366211,1.7333331108093262	0.39681750535964966,1.028917908668518
84	40.95686580000074	14.563465595245361	26.81921911239624	0.7133361101150513,1.7335069179534912	0.40037593245506287,1.0282989740371704
85	41.42746989999978	13.658669352531433	26.706167697906494	0.7089658975601196,1.7321150302886963	0.39944639801979065,1.030551791191101
86	41.86718169999949	13.918595790863037	27.06967067718506	0.7060821056365967,1.733207106590271	0.4090094566345215,1.0280615091323853
87	42.3480013999997	19.322447419166565	27.17345905303955	0.7065082788467407,1.733194351196289	0.4422587454319,1.0268343687057495
88	42.809610899999825	13.604880213737488	26.41799545288086	0.7047173976898193,1.734281063079834	0.470053106546402,1.024530291557312
89	43.24825530000089	14.239902317523956	26.744431972503662	0.7000137567520142,1.7341370582580566	0.4715409278869629,1.0243558883666992
90	43.66651669999919	14.604794383049011	27.315564155578613	0.694413423538208,1.7347080707550049	0.4635048806667328,1.0226458311080933
91	44.09938180000063	12.854760974645615	27.934590816497803	0.6881779432296753,1.7374180555343628	0.4508037567138672,1.0170024633407593
92	44.56330340000022	14.550526857376099	25.8372163772583	0.6816238164901733,1.7390605211257935	0.4363836348056793,1.0133126974105835
93	44.99894510000013	12.915946930646896	26.39339542388916	0.6775941848754883,1.7381383180618286	0.4351637065410614,1.0144572257995605
94	45.425224000000526	12.742161214351654	26.74306058883667	0.6723334789276123,1.7371861934661865	0.4243607521057129,1.0158342123031616
95	45.866961300000185	14.069474458694458	26.05787420272827	0.6682779788970947,1.7368640899658203	0.4224889874458313,1.0157934427261353
96	46.28367090000029	18.598500609397888	28.549843311309814	0.6642544269561768,1.737247347831726	0.4215849041938782,1.014555811882019
97	46.74293249999937	13.804276943206787	26.981768369674683	0.6626440286636353,1.738842248916626	0.4455653131008148,1.0116446018218994
98	47.14484679999987	13.849864840507507	26.533430099487305	0.6589974164962769,1.7408239841461182	0.45137691497802734,1.0077046155929565
99	47.555756899999324	15.174662590026855	24.77584934234619	0.6547636985778809,1.7432289123535156	0.450601190328598,1.0029712915420532
100	47.931288899999345	13.460906744003296	25.55145263671875	0.6488438844680786,1.7416061162948608	0.4384724795818329,1.0056513547897339
101	48.41531869999926	15.886171460151672	25.306206226348877	0.6435096263885498,1.73945951461792	0.42979755997657776,1.0090824365615845
102	48.912768199999846	18.475422501564026	27.244404792785645	0.6381326913833618,1.7384282350540161	0.4209216237068176,1.0105323791503906
103	49.64592939999966	14.25144898891449	25.055870532989502	0.6356627941131592,1.7387299537658691	0.44090357422828674,1.0101604461669922
104	50.17742689999977	12.711481899023056	25.064107179641724	0.6322888135910034,1.7357121706008911	0.44987326860427856,1.0155583620071411
105	50.68591019999985	21.528862714767456	25.40961503982544	0.6315029859542847,1.7342934608459473	0.46890363097190857,1.0182019472122192
106	51.18212359999961	14.744007229804993	24.00624966621399	0.6399357318878174,1.737320899963379	0.4846411645412445,1.0130726099014282
107	51.65488449999975	13.258658528327942	26.235857009887695	0.6394397020339966,1.7399061918258667	0.48850440979003906,1.0085787773132324
108	52.19134649999978	21.26180100440979	25.618223190307617	0.6239804029464722,1.7406359910964966	0.47668105363845825,1.007055640220642
109	52.693214400000215	14.270350456237793	23.812161922454834	0.6181354522705078,1.7439314126968384	0.47733020782470703,1.0014361143112183
110	53.22055849999924	13.477124333381653	23.9743492603302	0.6093666553497314,1.7430484294891357	0.47323867678642273,1.0031263828277588
111	53.70453799999996	14.357617855072021	24.8438982963562	0.6021466255187988,1.7397301197052002	0.4669075012207031,1.0089480876922607
112	54.17065659999935	12.66006863117218	22.994648456573486	0.5970282554626465,1.7386846542358398	0.45589953660964966,1.010959506034851
113	54.61900659999992	14.04148530960083	24.828697681427002	0.5932127237319946,1.7380129098892212	0.4553094804286957,1.011812686920166
114	55.03823899999952	14.848439931869507	23.11082696914673	0.5908558368682861,1.738603115081787	0.4618690609931946,1.0103929042816162
115	55.499076800000694	14.160773754119873	24.93836545944214	0.5887993574142456,1.737292766571045	0.46900492906570435,1.0124402046203613
116	55.957642499999565	21.186447143554688	24.39577627182007	0.5827504396438599,1.7378895282745361	0.4587419629096985,1.011212706565857
117	56.38952090000021	20.837270975112915	23.646317958831787	0.5801759958267212,1.742211103439331	0.46906566619873047,1.0034611225128174
118	56.87106850000055	12.65565711259842	23.195597171783447	0.5924298763275146,1.747385025024414	0.4883374273777008,0.9942724108695984
119	57.265058599999975	13.4441419839859	23.00904655456543	0.6017102003097534,1.7488172054290771	0.5012211799621582,0.9912938475608826
120	57.72837299999992	14.310824751853943	22.08832859992981	0.6077805757522583,1.7481794357299805	0.5112738013267517,0.9921709895133972
121	58.14914680000038	14.729490041732788	22.208088636398315	0.6119047403335571,1.7451810836791992	0.5188820958137512,0.9971752166748047
122	58.56140439999945	12.436935395002365	22.91596555709839	0.6137527227401733,1.743106484413147	0.5239841341972351,1.0008411407470703
123	58.97420720000082	14.78561556339264	23.300101280212402	0.5977214574813843,1.7399728298187256	0.5099542737007141,1.0063788890838623
124	59.34409190000042	12.507413864135742	22.683921337127686	0.5846681594848633,1.7394323348999023	0.4989411532878876,1.0070524215698242
125	59.77185540000028	18.02846884727478	23.68835973739624	0.5636202096939087,1.739421010017395	0.48012620210647583,1.0069855451583862
126	60.20938159999969	12.552565097808838	22.35888385772705	0.5629332065582275,1.7401539087295532	0.48515626788139343,1.0057319402694702
127	60.583581500000946	17.921093344688416	23.087734937667847	0.5480246543884277,1.7403298616409302	0.4732236862182617,1.005515694618225
128	60.98268830000052	12.841265797615051	21.723735332489014	0.5667988061904907,1.741087555885315	0.49887561798095703,1.0045727491378784
129	61.35841430000073	12.373161345720291	22.496700286865234	0.5629907846450806,1.7387876510620117	0.4987262785434723,1.008807897567749
130	61.75357500000064	17.661284565925598	22.264682054519653	0.55235755443573,1.7396925687789917	0.49167338013648987,1.0072239637374878
131	62.21567390000018	13.06446635723114	21.854726552963257	0.5515599250793457,1.7421069145202637	0.495866984128952,1.0031969547271729
132	62.57750069999929	12.817547917366028	21.482374668121338	0.5313351154327393,1.7433199882507324	0.47772732377052307,1.000945806503296
133	62.968401500000255	12.498149514198303	20.497411727905273	0.5208014249801636,1.7430756092071533	0.4685519337654114,1.0009475946426392
134	63.35002809999969	12.765635132789612	20.34033226966858	0.5349012613296509,1.7419073581695557	0.4850207269191742,1.0024265050888062
135	63.7452959000002	12.455096006393433	20.0717716217041	0.5565242767333984,1.738638997077942	0.5089558959007263,1.0073931217193604
136	64.13522190000003	12.443589627742767	20.566922903060913	0.5772103071212769,1.737426996231079	0.532078742980957,1.0087769031524658
137	64.59010569999919	12.935646414756775	18.978383541107178	0.5671142339706421,1.7365306615829468	0.5217587351799011,1.0095025300979614
138	65.00567670000055	14.38083815574646	19.32236123085022	0.55265212059021,1.7365307807922363	0.5074908137321472,1.0087543725967407
139	65.5066998000002	12.713583946228027	19.506022930145264	0.5516403913497925,1.7331229448318481	0.5074644088745117,1.01386559009552
140	65.89093320000029	13.246174216270447	18.033782482147217	0.5526762008666992,1.7325407266616821	0.5105139017105103,1.0142697095870972
141	66.28652019999936	13.656659603118896	19.900655031204224	0.5414565801620483,1.7317723035812378	0.5008096098899841,1.0152541399002075
142	66.7224213999998	12.640403866767883	18.553142070770264	0.5420860052108765,1.731742024421692	0.5029718279838562,1.0148835182189941
143	67.21575230000053	12.961681962013245	16.720622301101685	0.5502642393112183,1.7332278490066528	0.514373779296875,1.0118627548217773
144	67.66552050000064	13.130814552307129	17.938280820846558	0.5425620079040527,1.732000470161438	0.5088240504264832,1.0137337446212769
145	68.1490718999994	12.208426594734192	18.136367082595825	0.5423210859298706,1.7327336072921753	0.5117328763008118,1.0122003555297852
146	68.58338899999944	12.180308848619461	16.89989733695984	0.5263099670410156,1.7318631410598755	0.4964211583137512,1.0131304264068604
147	69.0796492999998	13.54699420928955	18.14180898666382	0.5134272575378418,1.7310879230499268	0.48499080538749695,1.014017105102539
148	69.55255159999979	12.50265121459961	17.410794734954834	0.5005991458892822,1.7331154346466064	0.47384175658226013,1.0100808143615723
149	70.01521710000088	12.909404754638672	17.596893072128296	0.5045100450515747,1.7355847358703613	0.48080673813819885,1.0054858922958374
150	70.49083369999971	17.464024901390076	17.38531494140625	0.4858947992324829,1.7362089157104492	0.4631156027317047,1.0040128231048584
151	70.97217730000011	11.931204736232758	16.955385208129883	0.5023189783096313,1.738265872001648	0.4865499436855316,1.000952959060669
152	71.39940569999999	13.750861883163452	15.771416902542114	0.5070730447769165,1.7394567728042603	0.49617481231689453,0.9989914298057556
153	71.84598600000027	11.966876685619354	15.60513949394226	0.5144652128219604,1.7374045848846436	0.5075165033340454,1.0024670362472534
154	72.3417857000004	19.68339705467224	16.646434783935547	0.5235071182250977,1.7375773191452026	0.5213155150413513,1.0020712614059448
155	72.75253960000009	12.374054670333862	15.80086898803711	0.5496569871902466,1.741120457649231	0.5545496940612793,0.9961531758308411
156	73.23445320000064	13.33878231048584	15.09722375869751	0.5592494010925293,1.743696689605713	0.5601218342781067,0.991532027721405
157	73.72474069999953	12.611412525177002	14.519842863082886	0.5161904096603394,1.745342493057251	0.5285496711730957,0.9886018633842468
158	74.20856490000006	12.193886637687683	14.341284275054932	0.4982398748397827,1.7434377670288086	0.5133025050163269,0.992071270942688
159	74.66277269999955	17.022615432739258	14.782032251358032	0.47610247135162354,1.7427074909210205	0.4949013888835907,0.9938470721244812
160	75.09459430000061	14.449438691139221	13.61910367012024	0.48916661739349365,1.7431540489196777	0.512668251991272,0.9936198592185974
161	75.60674560000007	12.617576479911804	13.404334783554077	0.49323153495788574,1.7397799491882324	0.5145042538642883,1.0001057386398315
162	76.03664890000073	12.87419205904007	12.905986547470093	0.47022688388824463,1.7367117404937744	0.4981953799724579,1.0059740543365479
163	76.5120551	13.21613073348999	12.853862524032593	0.4721388816833496,1.7347314357757568	0.49953946471214294,1.0096863508224487
164	77.01811289999932	17.803481221199036	13.120496034622192	0.49459409713745117,1.7333745956420898	0.5148041844367981,1.0123740434646606
165	77.51618129999952	12.748419046401978	12.040867328643799	0.5104116201400757,1.7351322174072266	0.524939239025116,1.0099538564682007
166	77.97401720000016	12.930198669433594	11.805173516273499	0.48417603969573975,1.7364685535430908	0.5062435269355774,1.0079306364059448
167	78.45204469999953	12.014535039663315	11.887495756149292	0.45264196395874023,1.7357333898544312	0.48351794481277466,1.0094629526138306
168	78.94112940000014	12.942818760871887	11.190571546554565	0.43152153491973877,1.7355051040649414	0.4680977761745453,1.0096526145935059
169	79.74538799999937	12.6305832862854	10.840335607528687	0.45165908336639404,1.73520827293396	0.4814867079257965,1.0100008249282837
170	80.25278950000029	12.299092948436737	11.14368188381195	0.4851025342941284,1.7337924242019653	0.5038615465164185,1.0120912790298462
171	80.73647170000004	12.510493874549866	10.302595853805542	0.49795353412628174,1.7324668169021606	0.5105635523796082,1.0139350891113281
172	81.26234320000003	17.149520874023438	11.036933898925781	0.4986846446990967,1.7301794290542603	0.5080276727676392,1.0171127319335938
173	81.8064661999997	14.353017926216125	10.216508150100708	0.516287088394165,1.7315455675125122	0.5169389843940735,1.0144331455230713
174	82.33848969999963	11.841520011425018	9.603503227233887	0.5230858325958252,1.7345786094665527	0.5198473334312439,1.0087724924087524
175	82.82216180000069	12.045134544372559	9.1639906167984	0.5144426822662354,1.7373065948486328	0.5124338269233704,1.0037899017333984
176	83.34467670000049	11.875686287879944	8.804534435272217	0.4770864248275757,1.7392760515213013	0.4863266944885254,1.000378966331482
177	83.85363540000071	13.314244151115417	8.7193763256073	0.4455864429473877,1.7412601709365845	0.46514245867729187,0.9971238970756531
178	84.4188465999996	13.094433069229126	8.310589075088501	0.4424736499786377,1.7389894723892212	0.4623737335205078,1.0013624429702759
179	84.95224249999956	12.57685136795044	7.7496562004089355	0.465440034866333,1.7349989414215088	0.4772103428840637,1.008183240890503
180	85.55376310000065	12.220870316028595	8.159508466720581	0.4939457178115845,1.7307549715042114	0.49629345536231995,1.01541268825531
181	86.12370010000086	13.706761598587036	7.655782341957092	0.5263460874557495,1.7285076379776	0.5173293948173523,1.0185374021530151
182	86.70450739999978	12.920583367347717	7.8015230894088745	0.549575686454773,1.7303025722503662	0.532023549079895,1.0146872997283936
183	87.27530350000052	12.638558745384216	7.279600381851196	0.5335017442703247,1.7338776588439941	0.5201064348220825,1.0079107284545898
184	87.90561890000026	13.142593145370483	7.267853260040283	0.4945037364959717,1.736831784248352	0.493728369474411,1.0022833347320557
185	88.51992640000026	12.5041743516922	6.527427494525909	0.4416431188583374,1.7381978034973145	0.4583500921726227,0.9996286630630493
186	89.07180510000035	12.067501604557037	6.859083652496338	0.4428337812423706,1.7396498918533325	0.4588638246059418,0.9966745376586914
187	89.60148809999919	12.363415598869324	6.550352454185486	0.4816551208496094,1.7390657663345337	0.48416566848754883,0.9971486926078796
188	90.1459505999992	13.421437978744507	6.758130788803101	0.47193706035614014,1.7396656274795532	0.47697505354881287,0.9957931637763977
189	90.69776029999957	13.628070712089539	6.216965198516846	0.48975276947021484,1.738194465637207	0.48912277817726135,0.9982552528381348
190	91.25292310000077	11.887312859296799	6.816423535346985	0.49393320083618164,1.7350082397460938	0.4921634793281555,1.0038775205612183
191	91.84955860000082	12.494209885597229	5.850444257259369	0.5067799091339111,1.7341442108154297	0.500929057598114,1.0052673816680908
192	92.41875559999971	11.7179633975029	5.819018840789795	0.506116509437561,1.7325307130813599	0.4997873306274414,1.0081379413604736
193	92.98646010000084	12.793515682220459	5.702186465263367	0.48781347274780273,1.7319936752319336	0.4874788224697113,1.0092524290084839
194	93.53468290000092	13.464463114738464	5.591420948505402	0.47538506984710693,1.7323389053344727	0.47875070571899414,1.0083435773849487
195	94.03699489999963	12.15488851070404	5.493389844894409	0.4810603857040405,1.733392596244812	0.4822342097759247,1.0061296224594116
196	94.62393359999987	13.1741042137146	5.338167726993561	0.5052069425582886,1.7347372770309448	0.49848243594169617,1.0032298564910889
197	95.15574870000091	13.100562453269958	5.287874639034271	0.5038712024688721,1.7366915941238403	0.496755987405777,0.9991793036460876
198	95.67868260000068	13.107878923416138	5.512284994125366	0.5380451679229736,1.7356711626052856	0.5183447003364563,1.0003293752670288
199	96.2052764	14.201965928077698	5.095639526844025	0.5384705066680908,1.7324827909469604	0.5171748995780945,1.0059177875518799
200	96.74629330000062	12.153435230255127	4.842077374458313	0.5433906316757202,1.7305495738983154	0.520164430141449,1.0093713998794556
201	97.2977078999993	11.828373372554779	4.995448589324951	0.5434269905090332,1.7286465167999268	0.5199273228645325,1.0128099918365479
202	97.85204949999934	12.357305645942688	5.516996324062347	0.5319215059280396,1.7278895378112793	0.5117526054382324,1.0142953395843506
203	98.35181410000041	11.989084720611572	5.068839192390442	0.5229707956314087,1.7271430492401123	0.5054664015769958,1.0157612562179565
204	98.85727989999941	14.368573307991028	4.937893092632294	0.5066109895706177,1.7270017862319946	0.494016170501709,1.0161091089248657
205	99.36084830000073	17.145161628723145	4.665211915969849	0.5071554183959961,1.7283774614334106	0.49339181184768677,1.0135892629623413
206	99.90035650000027	12.449576616287231	4.833936095237732	0.535647988319397,1.7308690547943115	0.5116497278213501,1.0091456174850464
207	100.36845949999952	13.875479221343994	5.152266561985016	0.5500776767730713,1.7318801879882812	0.5205592513084412,1.0074087381362915
208	100.87302670000099	13.258800625801086	4.805326402187347	0.5524287223815918,1.7327954769134521	0.5215148329734802,1.0057615041732788
209	101.40697290000026	13.07613879442215	4.783218681812286	0.5352945327758789,1.7333004474639893	0.5096355676651001,1.0048593282699585
210	101.96055180000076	12.362340211868286	4.657776951789856	0.5350093841552734,1.7339091300964355	0.5089805722236633,1.0037412643432617
211	102.44640609999988	12.349889039993286	5.162679135799408	0.5314899682998657,1.7344633340835571	0.5061740279197693,1.0026496648788452
212	102.92703900000015	16.497730612754822	4.4920589327812195	0.5315662622451782,1.7339318990707397	0.5057005286216736,1.0036578178405762
213	103.46209540000018	12.545570373535156	4.601424038410187	0.5557882785797119,1.7351672649383545	0.521355926990509,1.0014452934265137
214	103.96918220000043	13.924707531929016	4.593888819217682	0.5599325895309448,1.734942078590393	0.5233073234558105,1.0020002126693726
215	104.47867860000042	12.34769856929779	4.524597525596619	0.5680508613586426,1.7334318161010742	0.5278644561767578,1.004921317100525
216	104.9663203	14.19186246395111	4.580411732196808	0.5726815462112427,1.7324464321136475	0.5304166078567505,1.0067614316940308
217	105.5401798999992	12.318198561668396	4.443903684616089	0.5685027837753296,1.7328379154205322	0.5265580415725708,1.0059099197387695
218	106.01813270000093	15.767474174499512	4.591824054718018	0.5672957897186279,1.7333343029022217	0.5249460339546204,1.004832148551941
219	106.5538446999999	11.629834055900574	4.397279739379883	0.54897141456604,1.7334691286087036	0.5118035674095154,1.0044306516647339
220	107.15062880000005	13.588877975940704	4.515161633491516	0.5255752801895142,1.7345916032791138	0.49546727538108826,1.0022519826889038
221	107.68230100000073	12.381194591522217	4.460584461688995	0.5077987909317017,1.7336885929107666	0.4828489422798157,1.0039600133895874
222	108.26178459999937	19.752703309059143	5.0098153948783875	0.4878348112106323,1.7343604564666748	0.461649626493454,1.0027488470077515
223	108.77725839999948	13.347359418869019	4.544090926647186	0.48137128353118896,1.7365330457687378	0.45149174332618713,0.9985554814338684
224	109.29606749999948	14.467335939407349	4.473711669445038	0.48267459869384766,1.737034559249878	0.45279112458229065,0.9975441098213196
225	110.14780480000081	12.446535766124725	4.68891054391861	0.49120450019836426,1.7367722988128662	0.46411991119384766,0.9977483749389648
226	110.71798970000054	14.751920461654663	4.376745939254761	0.495137095451355,1.7360775470733643	0.4684799313545227,0.998770534992218
